id,timestamp,topic,value
320,"2026-07-17 22:48:00",tas_ai_surya_fsm_uksw/kelembaban,80.8
321,"2026-07-17 22:48:21",tas_ai_surya_fsm_uksw/suhu,25.4
322,"2026-07-17 22:48:21",tas_ai_surya_fsm_uksw/kelembaban,80.7
323,"2026-07-17 22:48:41",tas_ai_surya_fsm_uksw/suhu,25.4
324,"2026-07-17 22:48:41",tas_ai_surya_fsm_uksw/kelembaban,80.7
325,"2026-07-17 22:49:01",tas_ai_surya_fsm_uksw/suhu,25.4
326,"2026-07-17 22:49:01",tas_ai_surya_fsm_uksw/kelembaban,80.8
327,"2026-07-17 22:49:21",tas_ai_surya_fsm_uksw/suhu,25.4
328,"2026-07-17 22:49:21",tas_ai_surya_fsm_uksw/kelembaban,80.8
329,"2026-07-17 22:49:41",tas_ai_surya_fsm_uksw/suhu,25.4
330,"2026-07-17 22:49:41",tas_ai_surya_fsm_uksw/kelembaban,80.8
331,"2026-07-17 22:50:01",tas_ai_surya_fsm_uksw/suhu,25.4
